id,source_x,source_y,reference_x,reference_y,refined_ref_x,refined_ref_y,subpixel_dx,subpixel_dy,confidence,is_inlier,grid_cell_x,grid_cell_y,residual_px
278,438.0,419.0,418.0,433.0,419.744472771883,431.8632098287344,1.7444727718830109,-1.1367901712656021,0.29189029568702773,True,8,8,2.667471408843994
152,447.0,445.0,427.0,460.0,425.2423284947872,460.01781005226076,-1.7576715052127838,0.017810052260756493,0.21308939462788185,False,8,8,0.0
280,458.0,395.0,436.0,414.0,439.0,410.0,3.0,-4.0,0.11978169816736758,False,8,8,0.0
155,251.0,90.0,242.0,96.0,242.20315019786358,98.35308262705803,0.2031501978635788,2.353082627058029,0.1421264593684284,True,4,1,0.21038241684436798
160,62.0,294.0,47.0,296.0,46.50881779193878,295.2015348225832,-0.49118220806121826,-0.7984651774168015,0.23319762793809895,True,0,5,0.4699215590953827
202,456.0,135.0,446.0,150.0,445.7168178856373,149.61206540465355,-0.2831821143627167,-0.3879345953464508,0.35475791556785147,False,8,2,0.0
161,464.0,112.0,453.0,128.0,454.2382451891899,127.89463439583778,1.2382451891899109,-0.10536560416221619,0.30223603981289815,True,8,2,0.3233048915863037
165,461.0,96.0,452.0,111.0,451.89108393341303,111.37942627072334,-0.10891606658697128,0.3794262707233429,0.2962124928383831,True,8,2,0.11922057718038559
174,400.0,436.0,381.0,449.0,379.41320568323135,449.15237624943256,-1.5867943167686462,0.15237624943256378,0.2719219335675263,True,7,8,0.33151695132255554
184,381.0,437.0,360.0,450.0,359.61923506855965,449.6363588273525,-0.3807649314403534,-0.3636411726474762,0.2343254421260535,True,7,8,0.4480896294116974
234,419.0,431.0,395.0,446.0,398.0483099594712,444.96389401331544,3.0483099594712257,-1.0361059866845608,0.21760655227600528,True,7,8,0.2243727743625641
